Geneid	Length
ENSMMUG00000016465	5903
ENSMMUG00000015861	465
ENSMMUG00000063078	2664
ENSMMUG00000023174	1813
ENSMMUG00000053182	237
ENSMMUG00000052396	341
ENSMMUG00000045701	7420
ENSMMUG00000012871	4960
ENSMMUG00000026598	97
ENSMMUG00000018026	1941
ENSMMUG00000054132	2608
ENSMMUG00000023604	2366
ENSMMUG00000002689	2361
ENSMMUG00000039929	2177
ENSMMUG00000013943	6879
ENSMMUG00000009740	1712
ENSMMUG00000022293	7396
ENSMMUG00000032394	2744
ENSMMUG00000004793	2552
ENSMMUG00000013449	855
ENSMMUG00000015655	3372
ENSMMUG00000060651	2501
ENSMMUG00000059919	148
ENSMMUG00000032418	1095
ENSMMUG00000056323	148
ENSMMUG00000004674	2304
ENSMMUG00000023236	2713
ENSMMUG00000012874	2749
ENSMMUG00000056531	107
ENSMMUG00000015656	2865
ENSMMUG00000012875	3544
ENSMMUG00000063530	820
ENSMMUG00000057459	117
ENSMMUG00000063788	107
ENSMMUG00000049951	525
ENSMMUG00000052802	1281
ENSMMUG00000002151	4668
ENSMMUG00000009719	3494
ENSMMUG00000051178	2088
ENSMMUG00000064645	57
ENSMMUG00000062823	72
ENSMMUG00000033479	77
ENSMMUG00000033511	75
ENSMMUG00000033353	77
ENSMMUG00000063858	6362
ENSMMUG00000033330	79
ENSMMUG00000027033	108
ENSMMUG00000049413	112
ENSMMUG00000057348	3472
ENSMMUG00000032934	72
ENSMMUG00000064792	2624
ENSMMUG00000044745	300
ENSMMUG00000013387	4714
ENSMMUG00000049776	2834
ENSMMUG00000013948	6468
ENSMMUG00000027196	106
ENSMMUG00000052073	1440
ENSMMUG00000041550	1425
ENSMMUG00000032957	72
ENSMMUG00000055663	462
ENSMMUG00000050625	103
ENSMMUG00000053524	477
ENSMMUG00000053612	117
ENSMMUG00000029246	264
ENSMMUG00000037050	118
ENSMMUG00000065149	2257
ENSMMUG00000018770	1683
ENSMMUG00000060710	107
ENSMMUG00000049953	273
ENSMMUG00000037244	103
ENSMMUG00000005632	2434
ENSMMUG00000032761	103
ENSMMUG00000052823	1113
ENSMMUG00000027110	86
ENSMMUG00000037903	299
ENSMMUG00000032393	1769
ENSMMUG00000063578	3828
ENSMMUG00000011355	1086
ENSMMUG00000010418	585
ENSMMUG00000052164	1693
ENSMMUG00000018769	336
ENSMMUG00000013165	4103
ENSMMUG00000010252	3969
ENSMMUG00000047274	1689
ENSMMUG00000065214	2077
ENSMMUG00000037654	289
ENSMMUG00000051428	148
ENSMMUG00000051813	1111
ENSMMUG00000032415	726
ENSMMUG00000047771	264
ENSMMUG00000051931	3563
ENSMMUG00000054356	148
ENSMMUG00000009249	5168
ENSMMUG00000047442	5349
ENSMMUG00000013179	2153
ENSMMUG00000056870	1017
ENSMMUG00000044155	1236
ENSMMUG00000041660	492
ENSMMUG00000051265	2493
ENSMMUG00000003564	2220
ENSMMUG00000064527	148
ENSMMUG00000050394	147
ENSMMUG00000059203	113
ENSMMUG00000061140	1017
ENSMMUG00000046899	709
ENSMMUG00000052254	1086
ENSMMUG00000055216	303
ENSMMUG00000011345	1428
ENSMMUG00000050797	1479
ENSMMUG00000053505	105
ENSMMUG00000052536	343
ENSMMUG00000032965	77
ENSMMUG00000017660	1950
ENSMMUG00000053535	1552
ENSMMUG00000032391	1326
ENSMMUG00000011440	4631
ENSMMUG00000005494	1666
ENSMMUG00000058475	3074
ENSMMUG00000014254	4998
ENSMMUG00000050332	1869
ENSMMUG00000056433	1108
ENSMMUG00000064553	102
ENSMMUG00000061051	148
ENSMMUG00000056535	1902
ENSMMUG00000015619	5978
ENSMMUG00000007185	897
ENSMMUG00000058716	3797
ENSMMUG00000014255	3123
ENSMMUG00000046316	2270
ENSMMUG00000060199	327
ENSMMUG00000023953	135
ENSMMUG00000064361	763
ENSMMUG00000014256	619
ENSMMUG00000005291	2912
ENSMMUG00000007189	1399
ENSMMUG00000059000	1147
ENSMMUG00000052835	80
ENSMMUG00000050873	2103
ENSMMUG00000063276	81
ENSMMUG00000060765	483
ENSMMUG00000054326	82
ENSMMUG00000051758	594
ENSMMUG00000054447	1560
ENSMMUG00000061221	80
ENSMMUG00000017517	1167
ENSMMUG00000059563	80
ENSMMUG00000033034	109
ENSMMUG00000003419	6155
ENSMMUG00000032876	94
ENSMMUG00000033318	85
ENSMMUG00000050523	94
ENSMMUG00000049497	5045
ENSMMUG00000051716	107
ENSMMUG00000016981	770
ENSMMUG00000063550	3051
ENSMMUG00000052586	4751
ENSMMUG00000049721	94
ENSMMUG00000059459	1027
ENSMMUG00000034717	132
ENSMMUG00000055741	3479
ENSMMUG00000050986	1605
ENSMMUG00000064284	1444
ENSMMUG00000057229	148
ENSMMUG00000059367	3860
ENSMMUG00000021204	2349
ENSMMUG00000033254	83
ENSMMUG00000022615	2634
ENSMMUG00000043822	1429
ENSMMUG00000046251	5280
ENSMMUG00000051811	92
ENSMMUG00000049963	376
ENSMMUG00000059384	107
ENSMMUG00000009970	3404
ENSMMUG00000025027	102
ENSMMUG00000010763	9950
ENSMMUG00000053963	2013
ENSMMUG00000057245	1016
ENSMMUG00000005498	2062
ENSMMUG00000058112	148
ENSMMUG00000002173	809
ENSMMUG00000026682	162
ENSMMUG00000060865	117
ENSMMUG00000020724	1632
ENSMMUG00000016467	1261
ENSMMUG00000003049	4940
ENSMMUG00000016469	2197
ENSMMUG00000022616	3753
ENSMMUG00000007190	7676
ENSMMUG00000051877	117
ENSMMUG00000051658	117
ENSMMUG00000004547	1381
ENSMMUG00000022618	2084
ENSMMUG00000005501	2322
ENSMMUG00000022619	2415
ENSMMUG00000024333	95
ENSMMUG00000019410	3501
ENSMMUG00000004150	4618
ENSMMUG00000004548	2577
ENSMMUG00000007205	5118
ENSMMUG00000005502	2970
ENSMMUG00000062090	150
ENSMMUG00000003274	2900
ENSMMUG00000004553	2944
ENSMMUG00000050155	1647
ENSMMUG00000053345	2130
ENSMMUG00000021906	5215
ENSMMUG00000049003	327
ENSMMUG00000004558	5860
ENSMMUG00000007235	5196
ENSMMUG00000005505	1928
ENSMMUG00000033267	164
ENSMMUG00000032410	393
ENSMMUG00000032429	4137
ENSMMUG00000026347	107
ENSMMUG00000037445	127
ENSMMUG00000027947	107
ENSMMUG00000061397	465
ENSMMUG00000032428	1378
ENSMMUG00000004559	3320
ENSMMUG00000057608	109
ENSMMUG00000049618	5326
ENSMMUG00000017795	2415
ENSMMUG00000054859	148
ENSMMUG00000005507	5802
ENSMMUG00000001689	2151
ENSMMUG00000020059	4870
ENSMMUG00000051358	3082
ENSMMUG00000032779	105
ENSMMUG00000026906	80
ENSMMUG00000026852	83
ENSMMUG00000015814	4340
ENSMMUG00000017797	7010
ENSMMUG00000008751	6379
ENSMMUG00000040340	432
ENSMMUG00000032427	3970
ENSMMUG00000009015	7742
ENSMMUG00000054030	1682
ENSMMUG00000060933	2336
ENSMMUG00000024400	140
ENSMMUG00000064487	148
ENSMMUG00000014052	1006
ENSMMUG00000063721	1552
ENSMMUG00000000669	1933
ENSMMUG00000052223	102
ENSMMUG00000063935	2390
ENSMMUG00000043370	300
ENSMMUG00000050189	1462
ENSMMUG00000058131	1485
ENSMMUG00000009012	1943
ENSMMUG00000017569	4674
ENSMMUG00000014055	2151
ENSMMUG00000000667	6576
ENSMMUG00000065185	1482
ENSMMUG00000017409	1539
ENSMMUG00000026268	115
ENSMMUG00000023688	2685
ENSMMUG00000052573	696
ENSMMUG00000023689	1011
ENSMMUG00000017405	1201
ENSMMUG00000010157	1456
ENSMMUG00000051483	4635
ENSMMUG00000040560	299
ENSMMUG00000004797	3874
ENSMMUG00000017277	3106
ENSMMUG00000008760	4210
ENSMMUG00000063934	148
ENSMMUG00000004798	240
ENSMMUG00000058700	148
ENSMMUG00000047741	299
ENSMMUG00000019363	2477
ENSMMUG00000060538	121
ENSMMUG00000027890	107
ENSMMUG00000019167	3537
ENSMMUG00000025929	105
ENSMMUG00000005433	5483
ENSMMUG00000051722	117
ENSMMUG00000051337	1422
ENSMMUG00000013199	5277
ENSMMUG00000045112	522
ENSMMUG00000004955	885
ENSMMUG00000028363	62
ENSMMUG00000015190	1764
ENSMMUG00000064062	117
ENSMMUG00000063685	1656
ENSMMUG00000016237	2006
ENSMMUG00000058447	148
ENSMMUG00000054244	1032
ENSMMUG00000031356	269
ENSMMUG00000063091	1080
ENSMMUG00000059639	117
ENSMMUG00000023494	3457
ENSMMUG00000064374	148
ENSMMUG00000051095	3909
ENSMMUG00000058975	107
ENSMMUG00000050987	1575
ENSMMUG00000005768	2793
ENSMMUG00000012612	1905
ENSMMUG00000004188	2959
ENSMMUG00000016238	2635
ENSMMUG00000010617	4688
ENSMMUG00000057911	144
ENSMMUG00000012613	2886
ENSMMUG00000010620	1905
ENSMMUG00000052149	117
ENSMMUG00000028211	110
ENSMMUG00000055688	2158
ENSMMUG00000025417	132
ENSMMUG00000024169	129
ENSMMUG00000025889	138
ENSMMUG00000034768	122
ENSMMUG00000005772	2198
ENSMMUG00000020557	2396
ENSMMUG00000010598	2635
ENSMMUG00000064597	148
ENSMMUG00000060911	2544
ENSMMUG00000062906	148
ENSMMUG00000062044	300
ENSMMUG00000008231	2459
ENSMMUG00000007339	3942
ENSMMUG00000024805	132
ENSMMUG00000023021	2075
ENSMMUG00000010245	9564
ENSMMUG00000058988	168
ENSMMUG00000050500	301
ENSMMUG00000055172	104
ENSMMUG00000051947	148
ENSMMUG00000023022	1668
ENSMMUG00000055907	777
ENSMMUG00000057909	2366
ENSMMUG00000005304	1443
ENSMMUG00000023024	2481
ENSMMUG00000012894	8283
ENSMMUG00000023025	6103
ENSMMUG00000007345	8035
ENSMMUG00000052357	148
ENSMMUG00000055699	117
ENSMMUG00000008618	5913
ENSMMUG00000060776	2067
ENSMMUG00000053952	148
ENSMMUG00000022578	3548
ENSMMUG00000012899	3760
ENSMMUG00000020481	6577
ENSMMUG00000039691	1225
ENSMMUG00000059560	1032
ENSMMUG00000061027	2131
ENSMMUG00000001433	2340
ENSMMUG00000059127	348
ENSMMUG00000009476	1515
ENSMMUG00000008623	2337
ENSMMUG00000053727	99
ENSMMUG00000019969	4223
ENSMMUG00000053499	2784
ENSMMUG00000000466	4493
ENSMMUG00000020479	1047
ENSMMUG00000061897	189
ENSMMUG00000054587	1530
ENSMMUG00000050298	1937
ENSMMUG00000008624	1620
ENSMMUG00000010251	2550
ENSMMUG00000005084	5261
ENSMMUG00000033572	128
ENSMMUG00000010253	2737
ENSMMUG00000008429	2096
ENSMMUG00000062127	1017
ENSMMUG00000052111	3033
ENSMMUG00000000671	5810
ENSMMUG00000043981	1035
ENSMMUG00000064134	4471
ENSMMUG00000008422	4571
ENSMMUG00000015095	1628
ENSMMUG00000053538	1213
ENSMMUG00000062677	117
ENSMMUG00000032367	858
ENSMMUG00000059069	2882
ENSMMUG00000060076	1374
ENSMMUG00000052252	6299
ENSMMUG00000006801	2340
ENSMMUG00000061009	3792
ENSMMUG00000005663	6489
ENSMMUG00000002333	977
ENSMMUG00000063715	102
ENSMMUG00000060931	1002
ENSMMUG00000052314	586
ENSMMUG00000039807	225
ENSMMUG00000055745	348
ENSMMUG00000058345	1464
ENSMMUG00000007059	1931
ENSMMUG00000059954	78
ENSMMUG00000049723	99
ENSMMUG00000060311	4535
ENSMMUG00000005063	3874
ENSMMUG00000002887	1428
ENSMMUG00000009481	4040
ENSMMUG00000051189	1203
ENSMMUG00000057638	1290
ENSMMUG00000061765	3177
ENSMMUG00000064879	3828
ENSMMUG00000033713	129
ENSMMUG00000054239	450
ENSMMUG00000051319	867
ENSMMUG00000041376	2623
ENSMMUG00000046702	957
ENSMMUG00000005065	675
ENSMMUG00000017015	876
ENSMMUG00000008425	2129
ENSMMUG00000061075	6284
ENSMMUG00000057779	544
ENSMMUG00000007939	1513
ENSMMUG00000005066	2187
ENSMMUG00000056351	336
ENSMMUG00000003082	1413
ENSMMUG00000053592	148
ENSMMUG00000001138	2107
ENSMMUG00000050506	3335
ENSMMUG00000008428	3271
ENSMMUG00000023056	3224
ENSMMUG00000057699	107
ENSMMUG00000022583	1984
ENSMMUG00000025295	107
ENSMMUG00000047462	78
ENSMMUG00000022584	1011
ENSMMUG00000064593	148
ENSMMUG00000027017	86
ENSMMUG00000050801	119
ENSMMUG00000054222	84
ENSMMUG00000036424	96
ENSMMUG00000033323	65
ENSMMUG00000051865	107
ENSMMUG00000059416	85
ENSMMUG00000027151	97
ENSMMUG00000065096	107
ENSMMUG00000061618	80
ENSMMUG00000026584	100
ENSMMUG00000020513	4375
ENSMMUG00000056042	102
ENSMMUG00000023060	4053
ENSMMUG00000045093	9583
ENSMMUG00000057679	117
ENSMMUG00000048382	903
ENSMMUG00000016492	7720
ENSMMUG00000052170	128
ENSMMUG00000042128	279
ENSMMUG00000056450	153
ENSMMUG00000052575	117
ENSMMUG00000000378	5495
ENSMMUG00000025261	101
ENSMMUG00000049267	3330
ENSMMUG00000060192	1182
ENSMMUG00000015238	5808
ENSMMUG00000048967	148
ENSMMUG00000020515	3054
ENSMMUG00000017336	3437
ENSMMUG00000011469	6824
ENSMMUG00000032424	1107
ENSMMUG00000017783	1769
ENSMMUG00000061236	4248
ENSMMUG00000053151	3912
ENSMMUG00000052551	148
ENSMMUG00000056738	148
ENSMMUG00000054849	102
ENSMMUG00000065194	117
ENSMMUG00000004744	7180
ENSMMUG00000041157	4568
ENSMMUG00000064397	267
ENSMMUG00000026869	110
ENSMMUG00000026932	110
ENSMMUG00000033051	68
ENSMMUG00000051143	1895
ENSMMUG00000002986	2531
ENSMMUG00000054641	1809
ENSMMUG00000002292	2375
ENSMMUG00000026370	103
ENSMMUG00000060275	2084
ENSMMUG00000019663	2215
ENSMMUG00000003897	2181
ENSMMUG00000052427	159
ENSMMUG00000058401	148
ENSMMUG00000054387	148
ENSMMUG00000049666	3615
ENSMMUG00000023018	3771
ENSMMUG00000023016	3586
ENSMMUG00000019546	2338
ENSMMUG00000051584	107
ENSMMUG00000057620	1270
ENSMMUG00000025425	149
ENSMMUG00000054993	872
ENSMMUG00000017423	5185
ENSMMUG00000017428	7680
ENSMMUG00000014002	3698
ENSMMUG00000016608	3653
ENSMMUG00000050914	104
ENSMMUG00000035367	103
ENSMMUG00000008566	1636
ENSMMUG00000034053	129
ENSMMUG00000059715	149
ENSMMUG00000010404	3279
ENSMMUG00000057362	172
ENSMMUG00000058454	148
ENSMMUG00000061114	148
ENSMMUG00000055620	117
ENSMMUG00000011418	2604
ENSMMUG00000041241	2264
ENSMMUG00000063345	2459
ENSMMUG00000053422	4878
ENSMMUG00000061739	100
ENSMMUG00000056129	1390
ENSMMUG00000063417	1141
ENSMMUG00000049377	2109
ENSMMUG00000059736	1733
ENSMMUG00000004924	444
ENSMMUG00000061627	100
ENSMMUG00000034355	191
ENSMMUG00000056421	1092
ENSMMUG00000010137	2741
ENSMMUG00000011774	6454
ENSMMUG00000004712	4270
ENSMMUG00000019999	4016
ENSMMUG00000010139	1491
ENSMMUG00000058207	103
ENSMMUG00000054376	3546
ENSMMUG00000020000	2836
ENSMMUG00000021275	2055
ENSMMUG00000034131	96
ENSMMUG00000017711	2171
ENSMMUG00000053229	207
ENSMMUG00000064573	148
ENSMMUG00000052512	303
ENSMMUG00000051330	1656
ENSMMUG00000058543	1997
ENSMMUG00000060548	93
ENSMMUG00000054226	874
ENSMMUG00000052488	2133
ENSMMUG00000039544	578
ENSMMUG00000061102	3891
ENSMMUG00000059114	1370
ENSMMUG00000063781	1391
ENSMMUG00000054742	231
ENSMMUG00000049881	231
ENSMMUG00000018517	291
ENSMMUG00000054369	3945
ENSMMUG00000045717	285
ENSMMUG00000054195	1135
ENSMMUG00000058176	499
ENSMMUG00000039375	538
ENSMMUG00000007466	778
ENSMMUG00000050781	1563
ENSMMUG00000065227	2069
ENSMMUG00000042039	2591
ENSMMUG00000007467	1326
ENSMMUG00000023361	3230
ENSMMUG00000056074	219
ENSMMUG00000064162	2871
ENSMMUG00000007474	198
ENSMMUG00000064747	237
ENSMMUG00000023464	1582
ENSMMUG00000061848	2613
ENSMMUG00000062195	213
ENSMMUG00000060700	840
ENSMMUG00000016120	3497
ENSMMUG00000062558	1794
ENSMMUG00000049842	1832
ENSMMUG00000009123	691
ENSMMUG00000050953	392
ENSMMUG00000061801	1478
ENSMMUG00000014721	4142
ENSMMUG00000062322	5081
ENSMMUG00000040877	909
ENSMMUG00000002032	7182
ENSMMUG00000054451	3354
ENSMMUG00000014725	402
ENSMMUG00000052334	222
ENSMMUG00000029037	240
ENSMMUG00000017580	201
ENSMMUG00000053156	1716
ENSMMUG00000029035	201
ENSMMUG00000020725	2464
ENSMMUG00000017581	231
ENSMMUG00000029034	237
ENSMMUG00000033063	105
ENSMMUG00000014518	2385
ENSMMUG00000014726	6816
ENSMMUG00000061184	117
ENSMMUG00000064354	314
ENSMMUG00000053659	148
ENSMMUG00000057112	102
ENSMMUG00000027265	95
ENSMMUG00000033449	76
ENSMMUG00000046389	297
ENSMMUG00000002068	1767
ENSMMUG00000014519	4419
ENSMMUG00000008635	2241
ENSMMUG00000019212	3828
ENSMMUG00000014786	498
ENSMMUG00000006663	6179
ENSMMUG00000054351	5842
ENSMMUG00000063095	103
ENSMMUG00000004846	4631
ENSMMUG00000006664	2555
ENSMMUG00000060332	147
ENSMMUG00000019209	10870
ENSMMUG00000063301	148
ENSMMUG00000054823	6064
ENSMMUG00000016485	2127
ENSMMUG00000061241	2430
ENSMMUG00000004011	2433
ENSMMUG00000005870	3618
ENSMMUG00000000266	962
ENSMMUG00000019208	1813
ENSMMUG00000004296	2426
ENSMMUG00000063531	148
ENSMMUG00000053962	1087
ENSMMUG00000024448	122
ENSMMUG00000005631	2733
ENSMMUG00000050392	1231
ENSMMUG00000019206	3328
ENSMMUG00000013017	6749
ENSMMUG00000049401	2358
ENSMMUG00000063764	1789
ENSMMUG00000004903	3977
ENSMMUG00000021191	5510
ENSMMUG00000062330	106
ENSMMUG00000029032	1876
ENSMMUG00000010963	3472
ENSMMUG00000013022	4784
ENSMMUG00000050140	147
ENSMMUG00000053238	3176
ENSMMUG00000033888	112
ENSMMUG00000063525	4677
ENSMMUG00000057151	102
ENSMMUG00000061302	1282
ENSMMUG00000056538	515
ENSMMUG00000046825	275
ENSMMUG00000064863	2108
ENSMMUG00000010891	6469
ENSMMUG00000013392	1960
ENSMMUG00000035708	72
ENSMMUG00000019149	6635
ENSMMUG00000065011	71
ENSMMUG00000057098	1484
ENSMMUG00000057685	78
ENSMMUG00000049102	4584
ENSMMUG00000061259	148
ENSMMUG00000063044	6115
ENSMMUG00000051364	2436
ENSMMUG00000014431	3773
ENSMMUG00000064286	2024
ENSMMUG00000019646	5490
ENSMMUG00000014702	3756
ENSMMUG00000013396	4159
ENSMMUG00000014432	3196
ENSMMUG00000059519	4578
ENSMMUG00000062806	102
ENSMMUG00000028504	151
ENSMMUG00000013028	3275
ENSMMUG00000019481	6978
ENSMMUG00000015144	7443
ENSMMUG00000008351	6143
ENSMMUG00000002788	1182
ENSMMUG00000013029	1303
ENSMMUG00000065244	1833
ENSMMUG00000062432	104
ENSMMUG00000054283	1015
ENSMMUG00000062841	3193
ENSMMUG00000002594	2188
ENSMMUG00000013031	3339
ENSMMUG00000048066	4008
ENSMMUG00000065153	148
ENSMMUG00000056864	116
ENSMMUG00000060376	117
ENSMMUG00000045045	100
ENSMMUG00000038885	117
ENSMMUG00000005828	951
ENSMMUG00000050370	2241
ENSMMUG00000051185	374
ENSMMUG00000061227	2584
ENSMMUG00000002595	6433
ENSMMUG00000020794	675
ENSMMUG00000023115	3388
ENSMMUG00000020185	6810
ENSMMUG00000056159	117
ENSMMUG00000002599	1550
ENSMMUG00000002601	2778
ENSMMUG00000020186	4531
ENSMMUG00000057799	886
ENSMMUG00000062994	1687
ENSMMUG00000053488	2680
ENSMMUG00000051805	1263
ENSMMUG00000061720	2293
ENSMMUG00000051836	1338
ENSMMUG00000056599	117
ENSMMUG00000002607	1846
ENSMMUG00000039125	707
ENSMMUG00000063923	1377
ENSMMUG00000063071	148
ENSMMUG00000057030	548
ENSMMUG00000013032	3300
ENSMMUG00000000163	4458
ENSMMUG00000056085	3437
ENSMMUG00000005557	3286
ENSMMUG00000046567	2017
ENSMMUG00000026995	81
ENSMMUG00000056180	117
ENSMMUG00000049973	929
ENSMMUG00000023226	1993
ENSMMUG00000045043	4266
ENSMMUG00000064084	2181
ENSMMUG00000058797	104
ENSMMUG00000052557	9007
ENSMMUG00000028999	3035
ENSMMUG00000052651	148
ENSMMUG00000005363	6368
ENSMMUG00000057074	3762
ENSMMUG00000064526	5363
ENSMMUG00000026033	107
ENSMMUG00000016375	5574
ENSMMUG00000045021	304
ENSMMUG00000013516	3070
ENSMMUG00000014438	2970
ENSMMUG00000005558	3893
ENSMMUG00000056740	1717
ENSMMUG00000019866	9340
ENSMMUG00000065332	1614
ENSMMUG00000059763	1830
ENSMMUG00000057448	2322
ENSMMUG00000005561	5417
ENSMMUG00000050007	1736
ENSMMUG00000056225	645
ENSMMUG00000061382	1566
ENSMMUG00000064935	1243
ENSMMUG00000025355	104
ENSMMUG00000061322	1978
ENSMMUG00000006710	939
ENSMMUG00000054755	1467
ENSMMUG00000035898	62
ENSMMUG00000028324	110
ENSMMUG00000063243	3147
ENSMMUG00000051797	148
ENSMMUG00000027116	111
ENSMMUG00000008045	3425
ENSMMUG00000064929	4418
ENSMMUG00000004568	4289
ENSMMUG00000015490	2041
ENSMMUG00000021157	3355
ENSMMUG00000015491	3715
ENSMMUG00000047716	2085
ENSMMUG00000007068	2146
ENSMMUG00000020010	4088
ENSMMUG00000051636	148
ENSMMUG00000064789	1979
ENSMMUG00000062934	3592
ENSMMUG00000005659	2794
ENSMMUG00000064351	1110
ENSMMUG00000016195	5322
ENSMMUG00000002296	2976
ENSMMUG00000055270	117
ENSMMUG00000049855	1029
ENSMMUG00000050268	139
ENSMMUG00000053137	836
ENSMMUG00000052407	1162
ENSMMUG00000061159	2164
ENSMMUG00000015493	540
ENSMMUG00000051983	2544
ENSMMUG00000065188	1017
ENSMMUG00000058378	2168
ENSMMUG00000056333	6925
ENSMMUG00000012981	5870
ENSMMUG00000017713	4919
ENSMMUG00000062368	1365
ENSMMUG00000015494	2400
ENSMMUG00000017992	1707
ENSMMUG00000035173	107
ENSMMUG00000014442	6147
ENSMMUG00000025594	107
ENSMMUG00000025908	160
ENSMMUG00000014445	3184
ENSMMUG00000047028	9810
ENSMMUG00000001872	1170
ENSMMUG00000021112	3868
ENSMMUG00000002336	5207
ENSMMUG00000047440	288
ENSMMUG00000026396	98
ENSMMUG00000021113	3527
ENSMMUG00000033622	216
ENSMMUG00000006049	1305
ENSMMUG00000001873	3214
ENSMMUG00000037751	4124
ENSMMUG00000018520	4317
ENSMMUG00000044812	4246
ENSMMUG00000006050	3906
ENSMMUG00000034868	107
ENSMMUG00000064165	103
ENSMMUG00000058752	1507
ENSMMUG00000058362	2592
ENSMMUG00000051484	3682
ENSMMUG00000061437	1445
ENSMMUG00000020467	4196
ENSMMUG00000003535	3833
ENSMMUG00000005356	4498
ENSMMUG00000001878	2329
ENSMMUG00000057219	5876
ENSMMUG00000021991	4412
ENSMMUG00000014802	2503
ENSMMUG00000003538	4327
ENSMMUG00000034343	103
ENSMMUG00000005358	1385
ENSMMUG00000021994	1851
ENSMMUG00000058396	1050
ENSMMUG00000034699	79
ENSMMUG00000050614	97
ENSMMUG00000018345	881
ENSMMUG00000051906	117
ENSMMUG00000050490	705
ENSMMUG00000004229	564
ENSMMUG00000028923	1432
ENSMMUG00000064817	1525
ENSMMUG00000051367	148
ENSMMUG00000049337	237
ENSMMUG00000052501	1768
ENSMMUG00000029026	408
ENSMMUG00000050868	1172
ENSMMUG00000039907	252
ENSMMUG00000013149	3603
ENSMMUG00000007540	2536
ENSMMUG00000022303	3900
ENSMMUG00000047542	132
ENSMMUG00000023778	1769
ENSMMUG00000003542	1597
ENSMMUG00000045492	304
ENSMMUG00000064591	1016
ENSMMUG00000059238	1450
ENSMMUG00000048076	4296
ENSMMUG00000053266	148
ENSMMUG00000001153	1467
ENSMMUG00000057945	1131
ENSMMUG00000054878	1335
ENSMMUG00000059929	79
ENSMMUG00000061712	1879
ENSMMUG00000021759	6467
ENSMMUG00000014947	501
ENSMMUG00000063484	262
ENSMMUG00000054991	3828
ENSMMUG00000050530	107
ENSMMUG00000013151	810
ENSMMUG00000050589	1272
ENSMMUG00000053001	4218
ENSMMUG00000053228	1747
ENSMMUG00000007542	6437
ENSMMUG00000019414	10894
ENSMMUG00000049866	1529
ENSMMUG00000054106	3003
ENSMMUG00000026854	109
ENSMMUG00000050894	6601
ENSMMUG00000053718	2214
ENSMMUG00000028040	103
ENSMMUG00000044796	4396
ENSMMUG00000016653	5677
ENSMMUG00000054888	148
ENSMMUG00000051490	3879
ENSMMUG00000046772	1708
ENSMMUG00000015347	12388
ENSMMUG00000060062	2184
ENSMMUG00000001151	7308
ENSMMUG00000053247	3395
ENSMMUG00000057234	1330
ENSMMUG00000057040	255
ENSMMUG00000051362	107
ENSMMUG00000059425	1537
ENSMMUG00000050152	117
ENSMMUG00000064506	2992
ENSMMUG00000047109	2543
ENSMMUG00000062518	1271
ENSMMUG00000050207	1870
ENSMMUG00000032704	137
ENSMMUG00000051434	148
ENSMMUG00000016655	3506
ENSMMUG00000041416	748
ENSMMUG00000014183	2907
ENSMMUG00000016496	2627
ENSMMUG00000062531	1760
ENSMMUG00000056749	148
ENSMMUG00000051700	106
ENSMMUG00000050549	3419
ENSMMUG00000009796	699
ENSMMUG00000065198	3838
ENSMMUG00000027072	112
ENSMMUG00000060038	1357
ENSMMUG00000008804	1527
ENSMMUG00000059137	742
ENSMMUG00000008808	5973
ENSMMUG00000016658	5727
ENSMMUG00000013578	7718
ENSMMUG00000000573	3319
ENSMMUG00000050202	102
ENSMMUG00000059680	334
ENSMMUG00000033023	104
ENSMMUG00000000963	3405
ENSMMUG00000023342	5119
ENSMMUG00000042698	956
ENSMMUG00000054404	3707
ENSMMUG00000003878	3404
ENSMMUG00000058134	2331
ENSMMUG00000013579	2835
ENSMMUG00000057720	147
ENSMMUG00000062721	3015
ENSMMUG00000026681	214
ENSMMUG00000055454	1742
ENSMMUG00000060329	2718
ENSMMUG00000061917	3240
ENSMMUG00000049586	1570
ENSMMUG00000064734	2664
ENSMMUG00000019392	2013
ENSMMUG00000064718	408
ENSMMUG00000047024	4624
ENSMMUG00000028901	3957
ENSMMUG00000015487	7668
ENSMMUG00000024008	103
ENSMMUG00000053810	1455
ENSMMUG00000014210	2346
ENSMMUG00000015360	4374
ENSMMUG00000037358	75
ENSMMUG00000056356	148
ENSMMUG00000054178	3642
ENSMMUG00000061844	1369
ENSMMUG00000020095	2688
ENSMMUG00000055363	576
ENSMMUG00000020987	399
ENSMMUG00000058191	1270
ENSMMUG00000055656	2277
ENSMMUG00000020863	906
ENSMMUG00000062257	1060
ENSMMUG00000025615	141
ENSMMUG00000019337	1251
ENSMMUG00000046056	2000
ENSMMUG00000051070	1209
ENSMMUG00000053293	147
ENSMMUG00000051948	1747
ENSMMUG00000053837	2122
ENSMMUG00000050299	2162
ENSMMUG00000062902	2383
ENSMMUG00000036815	108
ENSMMUG00000051137	1761
ENSMMUG00000063568	1067
ENSMMUG00000008223	1582
ENSMMUG00000052421	1446
ENSMMUG00000054431	148
ENSMMUG00000051396	1572
ENSMMUG00000059617	2465
ENSMMUG00000041901	280
ENSMMUG00000002628	3285
ENSMMUG00000001432	4615
ENSMMUG00000041736	411
ENSMMUG00000048476	1332
ENSMMUG00000002626	2649
ENSMMUG00000038208	1149
ENSMMUG00000019877	6454
ENSMMUG00000027680	113
ENSMMUG00000002625	4330
