mmul_gene_id	mmul_symbol	human_symbol
ENSMMUG00000013632	MIA	MIA
ENSMMUG00000001021	MIA3	MIA3
ENSMMUG00000055822	MIB1	MIB1
ENSMMUG00000012961	MIB2	MIB2
ENSMMUG00000023221	MICAL1	MICAL1
ENSMMUG00000020801	MICAL3	MICAL3
ENSMMUG00000012540	MICALL2	MICALL2
ENSMMUG00000020179	MID1	MID1
ENSMMUG00000003201	MID1IP1	MID1IP1
ENSMMUG00000052125	MIEN1	MIEN1
ENSMMUG00000023717	MIER2	MIER2
ENSMMUG00000009106	MIF	MIF
ENSMMUG00000002404	MINK1	MINK1
ENSMMUG00000000853	MIOS	MIOS
ENSMMUG00000009088	MIOX	MIOX
ENSMMUG00000010334	MIP	MIP
ENSMMUG00000006942	MIPEP	MIPEP
ENSMMUG00000009651	MIPOL1	MIPOL1
ENSMMUG00000046195	MIS12	MIS12
ENSMMUG00000002100	MITF	MITF
ENSMMUG00000005129	MIXL1	MIXL1
ENSMMUG00000044121	MKI67	MKI67
ENSMMUG00000031166	MKKS	MKKS
ENSMMUG00000018259	MKLN1	MKLN1
ENSMMUG00000020162	MKNK1	MKNK1
ENSMMUG00000011265	MKNK2	MKNK2
ENSMMUG00000010420	MKRN1	MKRN1
ENSMMUG00000009536	MKRN2	MKRN2
ENSMMUG00000056663	MLANA	MLANA
ENSMMUG00000009119	MLC1	MLC1
ENSMMUG00000000183	MLEC	MLEC
ENSMMUG00000004958	MLF1	MLF1
ENSMMUG00000012206	MLF2	MLF2
ENSMMUG00000002911	MLH3	MLH3
ENSMMUG00000008378	MLKL	MLKL
ENSMMUG00000005697	MLLT1	MLLT1
ENSMMUG00000010075	MLLT11	MLLT11
ENSMMUG00000008325	MLLT3	MLLT3
ENSMMUG00000002637	MLLT6	MLLT6
ENSMMUG00000021738	MLN	MLN
ENSMMUG00000056827	MLNR	MLNR
ENSMMUG00000019232	MLST8	MLST8
ENSMMUG00000009887	MLX	MLX
ENSMMUG00000012652	MLXIP	MLXIP
ENSMMUG00000015950	MMACHC	MMACHC
ENSMMUG00000005633	MMADHC	MMADHC
ENSMMUG00000022628	MMD	MMD
ENSMMUG00000006662	MME	MME
ENSMMUG00000002037	MMP1	MMP1
ENSMMUG00000021764	MMP10	MMP10
ENSMMUG00000009097	MMP11	MMP11
ENSMMUG00000004250	MMP12	MMP12
ENSMMUG00000004253	MMP13	MMP13
ENSMMUG00000013665	MMP14	MMP14
ENSMMUG00000007052	MMP15	MMP15
ENSMMUG00000013193	MMP16	MMP16
ENSMMUG00000006295	MMP19	MMP19
ENSMMUG00000004475	MMP2	MMP2
ENSMMUG00000011013	MMP20	MMP20
ENSMMUG00000008537	MMP21	MMP21
ENSMMUG00000018206	MMP24	MMP24
ENSMMUG00000001066	MMP26	OR51L1
ENSMMUG00000011015	MMP27	MMP27
ENSMMUG00000022229	MMP28	MMP28
ENSMMUG00000004249	MMP3	MMP3
ENSMMUG00000003405	MMP7	MMP7
ENSMMUG00000004489	MMP8	MMP8
ENSMMUG00000016549	MMP9	MMP9
ENSMMUG00000022003	MMRN1	MMRN1
ENSMMUG00000020030	MMS19	MMS19
ENSMMUG00000040203	MMS22L	MMS22L
ENSMMUG00000056942	MN1	MN1
ENSMMUG00000001642	MNAT1	MNAT1
ENSMMUG00000019485	MNS1	MNS1
ENSMMUG00000044581	MOAP1	MOAP1
ENSMMUG00000062843	MOB3B	MOB3B
ENSMMUG00000063131	MOB3C	MOB3C
ENSMMUG00000015208	MOBKL1B	MOB1A
ENSMMUG00000051408	MOBP	MOBP
ENSMMUG00000009197	MOBP	MOBP
ENSMMUG00000018791	MOCOS	MOCOS
ENSMMUG00000020449	MOCS2	MOCS2
ENSMMUG00000002758	MOCS3	MOCS3
ENSMMUG00000002967	MOG	MOG
ENSMMUG00000015649	MOGAT1	MOGAT1
ENSMMUG00000000506	MOGAT2	MOGAT2
ENSMMUG00000002726	MOGS	MOGS
ENSMMUG00000013885	MORC1	MORC1
ENSMMUG00000005898	MORC2	MORC2
ENSMMUG00000020043	MORC3	MORC3
ENSMMUG00000013150	MORC4	MORC4
ENSMMUG00000006111	MORF4L2	MORF4L2
ENSMMUG00000012345	MORN1	MORN1
ENSMMUG00000020034	MORN4	MORN4
ENSMMUG00000015236	MOS	MOS
ENSMMUG00000022505	MOSPD1	MOSPD1
ENSMMUG00000017842	MOSPD2	MOSPD2
ENSMMUG00000059489	MOV10	MOV10
ENSMMUG00000004996	MOXD1	MOXD1
ENSMMUG00000013503	MPDU1	MPDU1
ENSMMUG00000019388	MPDZ	MPDZ
ENSMMUG00000000589	MPG	MPG
ENSMMUG00000008397	MPHOSPH10	MPHOSPH10
ENSMMUG00000022575	MPHOSPH6	MPHOSPH6
ENSMMUG00000016475	MPHOSPH8	MPHOSPH8
ENSMMUG00000019678	MPHOSPH9	MPHOSPH9
ENSMMUG00000003148	MPL	MPL
ENSMMUG00000054607	MPLKIP	MPLKIP
ENSMMUG00000002266	MPO	MPO
ENSMMUG00000005772	MPP1	MPP1
ENSMMUG00000013260	MPP3	MPP3
ENSMMUG00000018151	MPP4	MPP4
ENSMMUG00000020663	MPP7	MPP7
ENSMMUG00000064267	MPPE1	MPPE1
ENSMMUG00000017592	MPPED2	MPPED2
ENSMMUG00000012350	MPST	MPST
ENSMMUG00000054298	MPV17	MPV17
ENSMMUG00000057067	MPV17L2	MPV17L2
ENSMMUG00000009184	MPZL1	MPZL1
ENSMMUG00000065091	MPZL2	MPZL2
ENSMMUG00000059677	MRAP	MRAP
ENSMMUG00000041198	MRAS	MRAS
ENSMMUG00000002167	MRC2	MRC2
ENSMMUG00000021695	MRFAP1	MRFAP1
ENSMMUG00000021886	MRFAP1L1	MRFAP1L1
ENSMMUG00000047446	MRGPRF	MRGPRF
ENSMMUG00000060151	MRGPRX1	MRGPRX1
ENSMMUG00000060779	MRGPRX3	MRGPRX3
ENSMMUG00000055303	MRGPRX4	MRGPRX4
ENSMMUG00000018068	MRI1	MRI1
ENSMMUG00000021486	MRPL10	MRPL10
ENSMMUG00000008876	MRPL11	MRPL11
ENSMMUG00000002599	MRPL13	MRPL13
ENSMMUG00000005539	MRPL15	MRPL15
ENSMMUG00000022319	MRPL16	MRPL16
ENSMMUG00000004544	MRPL17	MRPL17
ENSMMUG00000063964	MRPL18	MRPL18
ENSMMUG00000023758	MRPL19	MRPL19
ENSMMUG00000051786	MRPL20	MRPL20
ENSMMUG00000021229	MRPL22	MRPL22
ENSMMUG00000031268	MRPL23	MRPL23
ENSMMUG00000000039	MRPL24	MRPL24
ENSMMUG00000000609	MRPL28	MRPL28
ENSMMUG00000060273	MRPL32	MRPL32
ENSMMUG00000054578	MRPL33	MRPL33
ENSMMUG00000009657	MRPL34	MRPL34
ENSMMUG00000004451	MRPL36	MRPL36
ENSMMUG00000020972	MRPL37	MRPL37
ENSMMUG00000040816	MRPL38	MRPL38
ENSMMUG00000017605	MRPL39	MRPL39
ENSMMUG00000058871	MRPL40	MRPL40
ENSMMUG00000039736	MRPL41	MRPL41
ENSMMUG00000006160	MRPL44	MRPL44
ENSMMUG00000013658	MRPL46	MRPL46
ENSMMUG00000009744	MRPL47	MRPL47
ENSMMUG00000018778	MRPL49	MRPL49
ENSMMUG00000052330	MRPL50	MRPL50
ENSMMUG00000018676	MRPL51	MRPL51
ENSMMUG00000013663	MRPL52	MRPL52
ENSMMUG00000061711	MRPL53	MRPL53
ENSMMUG00000009094	MRPL9	MRPL9
ENSMMUG00000057531	MRPS11	MRPS11
ENSMMUG00000060269	MRPS12	MRPS12
ENSMMUG00000051176	MRPS14	MRPS14
ENSMMUG00000020433	MRPS15	MRPS15
ENSMMUG00000057291	MRPS16	MRPS16
ENSMMUG00000014749	MRPS18A	MRPS18A
ENSMMUG00000006525	MRPS18B	MRPS18B
ENSMMUG00000015353	MRPS18C	MRPS18C
ENSMMUG00000060840	MRPS2	MRPS2
ENSMMUG00000021391	MRPS21	MRPS21
ENSMMUG00000003048	MRPS22	MRPS22
ENSMMUG00000001913	MRPS23	MRPS23
ENSMMUG00000064556	MRPS25	MRPS25
ENSMMUG00000063622	MRPS26	MRPS26
ENSMMUG00000017905	MRPS27	MRPS27
ENSMMUG00000051817	MRPS28	MRPS28
ENSMMUG00000016180	MRPS30	MRPS30
ENSMMUG00000001899	MRPS31	MRPS31
ENSMMUG00000049540	MRPS33	MRPS33
ENSMMUG00000050535	MRPS33	MRPS33
ENSMMUG00000018594	MRPS34	MRPS34
ENSMMUG00000063176	MRPS35	MRPS35
ENSMMUG00000063156	MRPS7	MRPS7
ENSMMUG00000019682	MRPS9	MRPS9
ENSMMUG00000012882	MRRF	MRRF
ENSMMUG00000001018	MRS2	MRS2
ENSMMUG00000064473	MRTO4	MRTO4
ENSMMUG00000001260	MS4A1	MS4A1
ENSMMUG00000000018	MS4A10	MS4A10
ENSMMUG00000011163	MS4A12	MS4A12
ENSMMUG00000031102	MS4A13	MS4A13
ENSMMUG00000000017	MS4A15	MS4A15
ENSMMUG00000059299	MS4A2	MS4A2
ENSMMUG00000020177	MS4A4A	MS4A4A
ENSMMUG00000004822	MS4A5	MS4A5
ENSMMUG00000013530	MS4A6A	MS4A6A
ENSMMUG00000040935	MS4A7	MS4A7
ENSMMUG00000055940	MSC	MSC
ENSMMUG00000018284	MSH3	MSH3
ENSMMUG00000000875	MSH4	MSH4
ENSMMUG00000009702	MSH5	MSH5
ENSMMUG00000022842	MSH6	MSH6
ENSMMUG00000031527	MSI1	MSI1
ENSMMUG00000022315	MSL1	MSL1
ENSMMUG00000000933	MSL2	MSL2
ENSMMUG00000000835	MSLN	MSLN
ENSMMUG00000008023	MSMB	MSMB
ENSMMUG00000056937	MSMP	MSMP
ENSMMUG00000015653	MSN	MSN
ENSMMUG00000002296	MSR1	MSR1
ENSMMUG00000003669	MSRB3	MSRB3
ENSMMUG00000057113	MST1	MST1
ENSMMUG00000003353	MST1R	MST1R
ENSMMUG00000014307	MSTN	MSTN
ENSMMUG00000051198	MSX1	MSX1
ENSMMUG00000004932	MSX2	MSX2
ENSMMUG00000016108	MT4	MT4
ENSMMUG00000018110	MTA2	MTA2
ENSMMUG00000020744	MTA3	MTA3
ENSMMUG00000001137	MTAP	MTAP
ENSMMUG00000002601	MTBP	MTBP
ENSMMUG00000021976	MTCH1	MTCH1
ENSMMUG00000043682	MTCH2	MTCH2
ENSMMUG00000010251	MTCP1	MTCP1
ENSMMUG00000014210	MTDH	MTDH
ENSMMUG00000023275	MTF1	MTF1
ENSMMUG00000016808	MTF2	MTF2
ENSMMUG00000011263	MTFR1	MTFR1
ENSMMUG00000001319	MTHFD1	MTHFD1
ENSMMUG00000019774	MTHFD1L	MTHFD1L
ENSMMUG00000015554	MTHFD2L	MTHFD2L
ENSMMUG00000015224	MTHFS	MTHFS
ENSMMUG00000019500	MTHFSD	MTHFSD
ENSMMUG00000022371	MTM1	MTM1
ENSMMUG00000016607	MTMR1	MTMR1
ENSMMUG00000009428	MTMR10	MTMR10
ENSMMUG00000007246	MTMR11	MTMR11
ENSMMUG00000006600	MTMR12	MTMR12
ENSMMUG00000007808	MTMR14	MTMR14
ENSMMUG00000014801	MTMR2	MTMR2
ENSMMUG00000022236	MTMR3	MTMR3
ENSMMUG00000018419	MTMR6	MTMR6
ENSMMUG00000001878	MTMR7	MTMR7
ENSMMUG00000004274	MTMR8	MTMR8
ENSMMUG00000010963	MTMR9	MTMR9
ENSMMUG00000018050	MTNR1A	MTNR1A
ENSMMUG00000003001	MTPAP	MTPAP
ENSMMUG00000017108	MTPN	MTPN
ENSMMUG00000010073	MTR	MTR
ENSMMUG00000017978	MTRF1	MTRF1
ENSMMUG00000018747	MTRR	MTRR
ENSMMUG00000015494	MTSS1	MTSS1
ENSMMUG00000009091	MTTP	MTTP
ENSMMUG00000008658	MTUS2	MTUS2
ENSMMUG00000010185	MTX2	MTX2
ENSMMUG00000014184	MUC13	MUC13
ENSMMUG00000012926	MUC15	MUC15
ENSMMUG00000010544	MUC5B	MUC5AC
ENSMMUG00000051774	MUL1	MUL1
ENSMMUG00000019014	MUS81	MUS81
ENSMMUG00000007065	MUSK	MUSK
ENSMMUG00000020079	MUTYH	MUTYH
ENSMMUG00000014326	MVD	MVD
ENSMMUG00000011663	MVK	MVK
ENSMMUG00000015329	MX1	MX1
ENSMMUG00000044257	MX2	MX2
ENSMMUG00000010226	MXD1	MXD1
ENSMMUG00000014350	MXI1	MXI1
ENSMMUG00000008247	MXRA5	MXRA5
ENSMMUG00000003582	MXRA8	MXRA8
ENSMMUG00000012898	MYADML2	MYADML2
ENSMMUG00000022859	MYBBP1A	MYBBP1A
ENSMMUG00000013974	MYBL1	MYBL1
ENSMMUG00000018137	MYBL2	MYBL2
ENSMMUG00000020875	MYBPC1	MYBPC1
ENSMMUG00000015604	MYBPC3	MYBPC3
ENSMMUG00000064766	MYBPH	MYBPH
ENSMMUG00000008713	MYBPHL	MYBPHL
ENSMMUG00000014601	MYC	MYC
ENSMMUG00000039765	MYCBP	MYCBP
ENSMMUG00000021459	MYCBP2	MYCBP2
ENSMMUG00000017242	MYCBPAP	MYCBPAP
ENSMMUG00000052363	MYCN	MYCN
ENSMMUG00000019073	MYCT1	MYCT1
ENSMMUG00000000995	MYD88	MYD88
ENSMMUG00000018834	MYEF2	MYEF2
ENSMMUG00000011669	MYF5	MYF5
ENSMMUG00000011667	MYF6	MYF6
ENSMMUG00000023803	MYH10	MYH10
ENSMMUG00000010367	MYH11	MYH11
ENSMMUG00000009759	MYH13	MYH13
ENSMMUG00000009771	MYH4	MYH4
ENSMMUG00000019893	MYL12B	MYL12B
ENSMMUG00000002347	MYL2	MYL2
ENSMMUG00000014741	MYL3	MYL3
ENSMMUG00000003285	MYL5	MYL5
ENSMMUG00000031838	MYL6	MYL6
ENSMMUG00000005214	MYL6B	MYL6B
ENSMMUG00000057657	MYLIP	MYLIP
ENSMMUG00000014818	MYLK	MYLK
ENSMMUG00000007144	MYLK4	MYLK4
ENSMMUG00000021875	MYNN	MYNN
ENSMMUG00000018344	MYO15A	MYO15A
ENSMMUG00000021231	MYO16	MYO16
ENSMMUG00000009938	MYO18A	MYO18A
ENSMMUG00000003334	MYO18B	MYO18B
ENSMMUG00000013518	MYO1A	MYO1A
ENSMMUG00000014689	MYO1D	MYO1D
ENSMMUG00000012933	MYO1E	MYO1E
ENSMMUG00000012229	MYO3A	MYO3A
ENSMMUG00000016256	MYO3B	MYO3B
ENSMMUG00000007509	MYO5A	MYO5A
ENSMMUG00000003041	MYO5B	MYO5B
ENSMMUG00000007504	MYO5C	MYO5C
ENSMMUG00000005032	MYO6	MYO6
ENSMMUG00000018178	MYO7A	MYO7A
ENSMMUG00000004177	MYO7B	MYO7B
ENSMMUG00000019278	MYO9A	MYO9A
ENSMMUG00000013649	MYOC	MYOC
ENSMMUG00000006400	MYOD1	MYOD1
ENSMMUG00000006841	MYOF	MYOF
ENSMMUG00000043626	MYOG	MYOG
ENSMMUG00000023408	MYOM2	MYOM2
ENSMMUG00000023052	MYOM3	MYOM3
ENSMMUG00000013696	MYOZ1	MYOZ1
ENSMMUG00000008703	MYOZ2	MYOZ2
ENSMMUG00000020679	MYOZ3	MYOZ3
ENSMMUG00000017701	MYRIP	MYRIP
ENSMMUG00000011800	MYSM1	MYSM1
ENSMMUG00000002315	MYT1	MYT1
ENSMMUG00000009310	MYT1L	MYT1L
ENSMMUG00000058774	MZB1	MZB1
ENSMMUG00000017267	MZF1	MZF1
ENSMMUG00000013573	MZT2B	MZT2A
ENSMMUG00000018978	N4BP1	N4BP1
ENSMMUG00000002667	N4BP2	N4BP2
ENSMMUG00000017607	N4BP3	N4BP3
ENSMMUG00000061034	N6AMT1	HEMK2
ENSMMUG00000021988	NAA11	NAA11
ENSMMUG00000018184	NAA15	NAA15
ENSMMUG00000011590	NAA16	NAA16
ENSMMUG00000013917	NAA25	NAA25
ENSMMUG00000021311	NAA30	NAA30
ENSMMUG00000001898	NAA35	NAA35
ENSMMUG00000055908	NAA50	NAA50
ENSMMUG00000017501	NAAA	NAAA
ENSMMUG00000005207	NAALAD2	NAALAD2
ENSMMUG00000012315	NAALADL1	NAALADL1
ENSMMUG00000022664	NAB1	NAB1
ENSMMUG00000017525	NAB2	NAB2
ENSMMUG00000017971	NACC1	NACC1
ENSMMUG00000000276	NACC2	NACC2
ENSMMUG00000010879	NADK	NADK
ENSMMUG00000011977	NADSYN1	NADSYN1
ENSMMUG00000006752	NAE1	NAE1
ENSMMUG00000001717	NAF1	NAF1
ENSMMUG00000002096	NAGK	NAGK
ENSMMUG00000050793	NAGLU	NAGLU
ENSMMUG00000011499	NAGPA	NAGPA
ENSMMUG00000009713	NAGS	NAGS
ENSMMUG00000004685	NAIF1	NAIF1
ENSMMUG00000020215	NAIP	NAIP
ENSMMUG00000003572	NAMPT	NAMPT
ENSMMUG00000032158	NANOG	NANOG
ENSMMUG00000008103	NANOS2	NANOS2
ENSMMUG00000049716	NANOS3	NANOS3
ENSMMUG00000020858	NANP	NANP
ENSMMUG00000015583	NAP1L1	NAP1L1
ENSMMUG00000004793	NAP1L2	NAP1L2
ENSMMUG00000012702	NAP1L3	NAP1L3
ENSMMUG00000007753	NAP1L4	NAP1L4
ENSMMUG00000058544	NAP1L5	NAP1L5
ENSMMUG00000014727	NAPA	NAPA
ENSMMUG00000022388	NAPB	NAPB
ENSMMUG00000004236	NAPEPLD	NAPEPLD
ENSMMUG00000054422	NAPG	NAPG
ENSMMUG00000013402	NAPSA	NAPSA
ENSMMUG00000019224	NARF	NARF
ENSMMUG00000004649	NARS2	NARS2
ENSMMUG00000023431	NASP	NASP
ENSMMUG00000005920	NAT1	NAT1
ENSMMUG00000021646	NAT10	NAT10
ENSMMUG00000021680	NAT2	NAT2
ENSMMUG00000048536	NAT8	NAT8B
ENSMMUG00000005738	NAT9	NAT9
ENSMMUG00000001908	NAV1	NAV1
ENSMMUG00000016942	NAV2	NAV2
ENSMMUG00000023434	NBAS	NBAS
ENSMMUG00000019831	NBEA	NBEA
ENSMMUG00000014519	NBN	NBN
ENSMMUG00000010433	NBR1	NBR1
ENSMMUG00000020996	NCALD	NCALD
ENSMMUG00000004688	NCAM1	NCAM1
ENSMMUG00000004300	NCAM2	NCAM2
ENSMMUG00000062498	NCAN	NCAN
ENSMMUG00000018677	NCAPD2	NCAPD2
ENSMMUG00000007102	NCAPD3	NCAPD3
ENSMMUG00000018070	NCAPG	NCAPG
ENSMMUG00000013719	NCAPG2	NCAPG2
ENSMMUG00000001763	NCAPH2	NCAPH2
ENSMMUG00000012281	NCBP1	NCBP1
ENSMMUG00000007825	NCBP2	NCBP2
ENSMMUG00000056327	NCCRP1	NCCRP1
ENSMMUG00000019812	NCDN	NCDN
ENSMMUG00000056425	NCEH1	NCEH1
ENSMMUG00000007586	NCF1	NCF1
ENSMMUG00000055871	NCK1	NCK1
ENSMMUG00000001390	NCK2	NCK2
ENSMMUG00000014397	NCKAP1	NCKAP1
ENSMMUG00000000108	NCKAP1L	NCKAP1L
ENSMMUG00000045491	NCKAP5	NCKAP5
ENSMMUG00000014720	NCKIPSD	NCKIPSD
ENSMMUG00000057675	NCMAP	NCMAP
ENSMMUG00000020838	NCOA1	NCOA1
ENSMMUG00000015978	NCOA2	NCOA2
ENSMMUG00000012020	NCOA3	NCOA3
ENSMMUG00000015182	NCOA4	NCOA4
ENSMMUG00000016555	NCOA5	NCOA5
ENSMMUG00000004290	NCOA7	NCOA7
ENSMMUG00000023107	NCOR2	NCOR2
ENSMMUG00000004323	NCR1	NCR1
ENSMMUG00000003675	NCR2	NCR2
ENSMMUG00000008854	NCR3	NCR3
ENSMMUG00000021856	NCSTN	NCSTN
ENSMMUG00000018952	NDC80	NDC80
ENSMMUG00000010366	NDE1	NDE1
ENSMMUG00000016787	NDFIP1	NDFIP1
ENSMMUG00000051533	NDFIP2	NDFIP2
ENSMMUG00000005161	NDN	NDN
ENSMMUG00000013989	NDNF	NDNF
ENSMMUG00000018001	NDP	NDP
ENSMMUG00000010200	NDRG1	NDRG1
ENSMMUG00000005414	NDST1	NDST1
ENSMMUG00000022976	NDST2	NDST2
ENSMMUG00000015259	NDST3	NDST3
ENSMMUG00000002883	NDST4	NDST4
ENSMMUG00000032359	NDUFA1	NDUFA1
ENSMMUG00000010382	NDUFA10	NDUFA10
ENSMMUG00000061502	NDUFA12	NDUFA12
ENSMMUG00000056796	NDUFA2	NDUFA2
ENSMMUG00000020894	NDUFA4	COXFA4
ENSMMUG00000021786	NDUFA4L2	COXFA4L2
ENSMMUG00000017321	NDUFA5	NDUFA5
ENSMMUG00000049344	NDUFA8	NDUFA8
ENSMMUG00000020813	NDUFA9	NDUFA9
ENSMMUG00000044445	NDUFAF1	NDUFAF1
ENSMMUG00000021813	NDUFAF2	NDUFAF2
ENSMMUG00000058322	NDUFAF3	NDUFAF3
ENSMMUG00000018843	NDUFAF4	NDUFAF4
ENSMMUG00000012354	NDUFAF5	NDUFAF5
ENSMMUG00000014802	NDUFAF6	NDUFAF6
ENSMMUG00000054993	NDUFB11	NDUFB11
ENSMMUG00000015284	NDUFB2	NDUFB2
ENSMMUG00000060044	NDUFB3	NDUFB3
ENSMMUG00000001592	NDUFB4	NDUFB4
ENSMMUG00000009746	NDUFB5	NDUFB5
ENSMMUG00000050251	NDUFB7	NDUFB7
ENSMMUG00000006636	NDUFB8	NDUFB8
ENSMMUG00000050672	NDUFC2	NDUFC2
ENSMMUG00000016788	NDUFS1	NDUFS1
ENSMMUG00000004520	NDUFS2	NDUFS2
ENSMMUG00000045281	NDUFS3	NDUFS3
ENSMMUG00000004861	NDUFS4	NDUFS4
ENSMMUG00000004447	NDUFS6	NDUFS6
ENSMMUG00000023189	NDUFS8	NDUFS8
ENSMMUG00000049556	NDUFV2	NDUFV2
ENSMMUG00000010589	NEBL	NEBL
ENSMMUG00000013392	NECAB1	NECAB1
ENSMMUG00000015253	NECAP1	NECAP1
ENSMMUG00000019940	NECAP2	NECAP2
ENSMMUG00000004093	NEDD1	NEDD1
ENSMMUG00000008112	NEDD4	NEDD4
ENSMMUG00000006616	NEDD4L	NEDD4L
ENSMMUG00000016135	NEDD9	NEDD9
ENSMMUG00000003348	NEFL	NEFL
ENSMMUG00000000639	NEFM	NEFM
ENSMMUG00000017314	NEGR1	NEGR1
ENSMMUG00000013079	NEIL1	NEIL1
ENSMMUG00000019209	NEIL2	NEIL2
ENSMMUG00000007394	NEIL3	NEIL3
ENSMMUG00000012244	NEK1	NEK1
ENSMMUG00000005216	NEK2	NEK2
ENSMMUG00000016530	NEK3	NEK3
ENSMMUG00000017903	NEK4	NEK4
ENSMMUG00000016523	NEK5	NEK5
ENSMMUG00000007354	NEK6	NEK6
ENSMMUG00000021649	NEK7	NEK7
ENSMMUG00000030250	NEK8	NEK8
ENSMMUG00000015166	NEK9	NEK9
ENSMMUG00000009055	NELL1	NELL1
ENSMMUG00000017279	NELL2	NELL2
ENSMMUG00000009584	NEO1	NEO1
ENSMMUG00000006265	NES	NES
ENSMMUG00000017443	NET1	NET1
ENSMMUG00000020595	NETO1	NETO1
ENSMMUG00000028921	NETO2	NETO2
ENSMMUG00000021707	NEU1	NEU1
ENSMMUG00000001651	NEU2	NEU2
ENSMMUG00000014405	NEU4	NEU4
ENSMMUG00000008848	NEURL1B	NEURL1B
ENSMMUG00000058326	NEURL2	NEURL2
ENSMMUG00000008296	NEUROD1	NEUROD1
ENSMMUG00000001404	NEUROD2	NEUROD2
ENSMMUG00000060106	NEUROD4	NEUROD4
ENSMMUG00000022699	NEUROD6	NEUROD6
ENSMMUG00000004770	NEUROG1	NEUROG1
ENSMMUG00000014078	NEUROG2	NEUROG2
ENSMMUG00000008956	NEUROG3	NEUROG3
ENSMMUG00000010352	NEXN	NEXN
ENSMMUG00000008605	NF1	NF1
ENSMMUG00000010311	NF2	NF2
ENSMMUG00000017508	NFASC	NFASC
ENSMMUG00000018255	NFAT5	NFAT5
ENSMMUG00000022596	NFATC1	NFATC1
ENSMMUG00000012657	NFATC2	NFATC2
ENSMMUG00000006878	NFATC2IP	NFATC2IP
ENSMMUG00000021843	NFATC3	NFATC3
ENSMMUG00000012992	NFE2	NFE2
ENSMMUG00000021935	NFE2L1	NFE2L1
ENSMMUG00000003615	NFE2L3	NFE2L3
ENSMMUG00000013840	NFIA	NFIA
ENSMMUG00000003439	NFIC	NFIC
ENSMMUG00000023257	NFIL3	NFIL3
ENSMMUG00000019292	NFIX	NFIX
ENSMMUG00000003736	NFKB1	NFKB1
ENSMMUG00000002990	NFKB2	NFKB2
ENSMMUG00000020374	NFKBIA	NFKBIA
ENSMMUG00000023643	NFKBIB	NFKBIB
ENSMMUG00000022689	NFKBIE	NFKBIE
ENSMMUG00000062024	NFKBIL1	NFKBIL1
ENSMMUG00000017547	NFRKB	NFRKB
ENSMMUG00000010951	NFS1	NFS1
ENSMMUG00000021780	NFXL1	NFXL1
ENSMMUG00000021173	NFYA	NFYA
ENSMMUG00000022570	NFYB	NFYB
ENSMMUG00000014970	NFYC	NFYC
ENSMMUG00000048130	NGB	NGB
ENSMMUG00000014766	NGDN	NGDN
ENSMMUG00000014603	NGFR	NGFR
ENSMMUG00000014790	NGLY1	NGLY1
ENSMMUG00000057144	NGRN	NGRN
ENSMMUG00000021865	NHLH1	NHLH1
ENSMMUG00000016626	NHLRC1	NHLRC1
ENSMMUG00000016646	NHLRC2	NHLRC2
ENSMMUG00000002113	NHLRC3	NHLRC3
ENSMMUG00000018757	NHP2	NHP2
ENSMMUG00000012894	NHS	NHS
ENSMMUG00000000123	NHSL1	NHSL1
ENSMMUG00000031780	NICN1	NICN1
ENSMMUG00000012716	NID1	NID1
ENSMMUG00000018201	NID2	NID2
ENSMMUG00000006639	NIF3L1	NIF3L1
ENSMMUG00000014658	NIN	NIN
ENSMMUG00000014398	NINJ1	NINJ1
ENSMMUG00000049234	NINJ2	NINJ2
ENSMMUG00000016635	NIP7	NIP7
ENSMMUG00000003892	NIPA2	NIPA2
ENSMMUG00000017815	NIPAL2	NIPAL2
ENSMMUG00000022154	NIPBL	NIPBL
ENSMMUG00000003197	NIPSNAP3B	NIPSNAP3B
ENSMMUG00000005619	NISCH	NISCH
ENSMMUG00000002009	NIT1	NIT1
ENSMMUG00000009231	NKAIN4	NKAIN4
ENSMMUG00000012382	NKAP	NKAP
ENSMMUG00000052539	NKAPL	NKAPL
ENSMMUG00000019868	NKD1	NKD1
ENSMMUG00000019439	NKD2	NKD2
ENSMMUG00000015369	NKG7	NKG7
ENSMMUG00000006352	NKIRAS1	NKIRAS1
ENSMMUG00000014275	NKIRAS2	NKIRAS2
ENSMMUG00000054006	NKX1-2	NKX1-2
ENSMMUG00000009641	NKX2-1	NKX2-1
ENSMMUG00000056728	NKX2-2	NKX2-2
ENSMMUG00000018270	NKX2-3	NKX2-3
ENSMMUG00000064883	NKX2-5	NKX2-5
ENSMMUG00000009796	NKX3-1	NKX3-1
ENSMMUG00000062096	NKX3-2	NKX3-2
ENSMMUG00000021161	NKX6-1	NKX6-1
ENSMMUG00000062598	NKX6-2	NKX6-2
ENSMMUG00000000751	NLE1	NLE1
ENSMMUG00000004671	NLGN1	NLGN1
ENSMMUG00000055083	NLGN2	NLGN2
ENSMMUG00000040210	NLGN4Y	NLGN4Y
ENSMMUG00000021754	NLRC4	NLRC4
ENSMMUG00000000769	NLRC5	NLRC5
ENSMMUG00000030453	NLRP1	NLRP1
ENSMMUG00000058180	NLRP10	NLRP10
ENSMMUG00000007988	NLRP11	NLRP11
ENSMMUG00000020393	NLRP12	NLRP12
ENSMMUG00000016749	NLRP13	NLRP13
ENSMMUG00000008585	NLRP14	NLRP14
ENSMMUG00000003115	NLRP2	NLRP2
